nohup: ignoring input
number of classes 2
Epoch: 0, Batch: 10, Acc: 46.25%, Loss: 0.7310
Epoch: 0, Batch: 20, Acc: 47.03%, Loss: 0.7032
Epoch: 0, Batch: 30, Acc: 48.12%, Loss: 0.6880
Epoch: 0, Batch: 40, Acc: 47.58%, Loss: 0.6919
Epoch: 0, Batch: 50, Acc: 49.16%, Loss: 0.6817
Epoch: 0, Batch: 60, Acc: 50.34%, Loss: 0.6706
Epoch: 0, Batch: 70, Acc: 52.63%, Loss: 0.6598
Epoch: 0, Batch: 80, Acc: 54.20%, Loss: 0.6629
Epoch: 0, Batch: 90, Acc: 55.45%, Loss: 0.6652
Epoch: 0, Batch: 100, Acc: 56.72%, Loss: 0.6537
Epoch: 0, Batch: 110, Acc: 57.61%, Loss: 0.6543
Epoch: 0, Batch: 120, Acc: 58.33%, Loss: 0.6503
Epoch: 0, Batch: 130, Acc: 59.15%, Loss: 0.6468
Epoch: 0, Batch: 140, Acc: 59.67%, Loss: 0.6477
Epoch: 0, Batch: 150, Acc: 60.25%, Loss: 0.6405
Epoch: 0, Batch: 160, Acc: 60.99%, Loss: 0.6406
Epoch: 0, Batch: 170, Acc: 61.83%, Loss: 0.6286
Epoch: 0, Batch: 180, Acc: 62.35%, Loss: 0.6332
Epoch: 0, Batch: 190, Acc: 62.97%, Loss: 0.6169
Epoch: 0, Batch: 200, Acc: 63.20%, Loss: 0.6235
Epoch: 0, Batch: 210, Acc: 63.71%, Loss: 0.6021
Epoch: 0, Batch: 220, Acc: 64.11%, Loss: 0.6144
Epoch: 0, Batch: 230, Acc: 64.58%, Loss: 0.6004
Epoch: 0, Batch: 240, Acc: 64.84%, Loss: 0.6147
Epoch: 0, Batch: 250, Acc: 65.20%, Loss: 0.6079
Epoch: 0, Batch: 260, Acc: 65.52%, Loss: 0.6100
Epoch: 0, Batch: 270, Acc: 65.83%, Loss: 0.5923
Epoch: 0, Batch: 280, Acc: 66.26%, Loss: 0.5699
Epoch: 0, Batch: 290, Acc: 66.68%, Loss: 0.5695
Epoch: 0, Batch: 300, Acc: 66.83%, Loss: 0.5938
Epoch: 0, Batch: 310, Acc: 67.15%, Loss: 0.5714
Epoch: 0, Batch: 320, Acc: 67.24%, Loss: 0.6077
Epoch: 0, Batch: 330, Acc: 67.28%, Loss: 0.6025
Epoch: 0, Batch: 340, Acc: 67.29%, Loss: 0.5903
Epoch: 0, Batch: 350, Acc: 67.33%, Loss: 0.5904
Epoch: 0, Batch: 360, Acc: 67.46%, Loss: 0.5678
Epoch: 0, Batch: 370, Acc: 67.53%, Loss: 0.5740
Epoch: 0, Batch: 380, Acc: 67.57%, Loss: 0.5698
Epoch: 0, Batch: 390, Acc: 67.72%, Loss: 0.5764
Epoch: 0, Batch: 400, Acc: 67.84%, Loss: 0.5711
